org_files,yyyy,mm,dd,title,old_url,new_url,new_relative_url
2009-05-31-emacs-auctex-rubber-sweave.org,2009,05,31,emacs-auctex-rubber-sweave,http://blog.nguyenvq.com/blog/2009/05/31/emacs-auctex-rubber-sweave,https://www.nguyenvq.com/blog/posts/2009-05-31-emacs-auctex-rubber-sweave/,../2009-05-31-emacs-auctex-rubber-sweave/
2009-05-31-emacs-file.org,2009,05,31,emacs-file,http://blog.nguyenvq.com/blog/2009/05/31/emacs-file,https://www.nguyenvq.com/blog/posts/2009-05-31-emacs-file/,../2009-05-31-emacs-file/
2009-05-31-latex-in-blogger-pt-2.org,2009,05,31,latex-in-blogger-pt-2,http://blog.nguyenvq.com/blog/2009/05/31/latex-in-blogger-pt-2,https://www.nguyenvq.com/blog/posts/2009-05-31-latex-in-blogger-pt-2/,../2009-05-31-latex-in-blogger-pt-2/
2009-06-01-displaying-code-with-syntax-highlighting-on-websites-and-blogger.org,2009,06,01,displaying-code-with-syntax-highlighting-on-websites-and-blogger,http://blog.nguyenvq.com/blog/2009/06/01/displaying-code-with-syntax-highlighting-on-websites-and-blogger,https://www.nguyenvq.com/blog/posts/2009-06-01-displaying-code-with-syntax-highlighting-on-websites-and-blogger/,../2009-06-01-displaying-code-with-syntax-highlighting-on-websites-and-blogger/
2009-06-01-run-a-remote-r-session-in-emacs-emacs-ess-r-ssh.org,2009,06,01,run-a-remote-r-session-in-emacs-emacs-ess-r-ssh,http://blog.nguyenvq.com/blog/2009/06/01/run-a-remote-r-session-in-emacs-emacs-ess-r-ssh,https://www.nguyenvq.com/blog/posts/2009-06-01-run-a-remote-r-session-in-emacs-emacs-ess-r-ssh/,../2009-06-01-run-a-remote-r-session-in-emacs-emacs-ess-r-ssh/
2009-06-01-run-screen-in-emacs-with-ansi-term-combine-this-with-emacs-ess-remote-r.org,2009,06,01,run-screen-in-emacs-with-ansi-term-combine-this-with-emacs-ess-remote-r,http://blog.nguyenvq.com/blog/2009/06/01/run-screen-in-emacs-with-ansi-term-combine-this-with-emacs-ess-remote-r,https://www.nguyenvq.com/blog/posts/2009-06-01-run-screen-in-emacs-with-ansi-term-combine-this-with-emacs-ess-remote-r/,../2009-06-01-run-screen-in-emacs-with-ansi-term-combine-this-with-emacs-ess-remote-r/
2009-06-02-edit-files-remotely-emacs-tramp.org,2009,06,02,edit-files-remotely-emacs-tramp,http://blog.nguyenvq.com/blog/2009/06/02/edit-files-remotely-emacs-tramp,https://www.nguyenvq.com/blog/posts/2009-06-02-edit-files-remotely-emacs-tramp/,../2009-06-02-edit-files-remotely-emacs-tramp/
2009-06-09-open-remote-file-while-in-emacs-ansi-term-bufferwindow-ansi-term-tramp.org,2009,06,09,open-remote-file-while-in-emacs-ansi-term-bufferwindow-ansi-term-tramp,http://blog.nguyenvq.com/blog/2009/06/09/open-remote-file-while-in-emacs-ansi-term-bufferwindow-ansi-term-tramp,https://www.nguyenvq.com/blog/posts/2009-06-09-open-remote-file-while-in-emacs-ansi-term-bufferwindow-ansi-term-tramp/,../2009-06-09-open-remote-file-while-in-emacs-ansi-term-bufferwindow-ansi-term-tramp/
2009-06-10-custom-background-in-latexs-beamer.org,2009,06,10,custom-background-in-latexs-beamer,http://blog.nguyenvq.com/blog/2009/06/10/custom-background-in-latexs-beamer,https://www.nguyenvq.com/blog/posts/2009-06-10-custom-background-in-latexs-beamer/,../2009-06-10-custom-background-in-latexs-beamer/
2009-06-12-firefox-find-as-you-type.org,2009,06,12,firefox-find-as-you-type,http://blog.nguyenvq.com/blog/2009/06/12/firefox-find-as-you-type,https://www.nguyenvq.com/blog/posts/2009-06-12-firefox-find-as-you-type/,../2009-06-12-firefox-find-as-you-type/
2009-06-13-export-google-calendar-to-excel-file-or-csv-gcal2excel.org,2009,06,13,export-google-calendar-to-excel-file-or-csv-gcal2excel,http://blog.nguyenvq.com/blog/2009/06/13/export-google-calendar-to-excel-file-or-csv-gcal2excel,https://www.nguyenvq.com/blog/posts/2009-06-13-export-google-calendar-to-excel-file-or-csv-gcal2excel/,../2009-06-13-export-google-calendar-to-excel-file-or-csv-gcal2excel/
2009-06-19-passwordless-ssh.org,2009,06,19,passwordless-ssh,http://blog.nguyenvq.com/blog/2009/06/19/passwordless-ssh,https://www.nguyenvq.com/blog/posts/2009-06-19-passwordless-ssh/,../2009-06-19-passwordless-ssh/
2009-06-20-emacs-style-web-browser-conkeror.org,2009,06,20,emacs-style-web-browser-conkeror,http://blog.nguyenvq.com/blog/2009/06/20/emacs-style-web-browser-conkeror,https://www.nguyenvq.com/blog/posts/2009-06-20-emacs-style-web-browser-conkeror/,../2009-06-20-emacs-style-web-browser-conkeror/
2009-06-20-parallel-computing-in-r-snowfallsnow.org,2009,06,20,parallel-computing-in-r-snowfallsnow,http://blog.nguyenvq.com/blog/2009/06/20/parallel-computing-in-r-snowfallsnow,https://www.nguyenvq.com/blog/posts/2009-06-20-parallel-computing-in-r-snowfallsnow/,../2009-06-20-parallel-computing-in-r-snowfallsnow/
2009-06-24-backup-my-google-calendars-via-shell-and-python-scripts-and-scheduling-them-via-cron.org,2009,06,24,backup-my-google-calendars-via-shell-and-python-scripts-and-scheduling-them-via-cron,http://blog.nguyenvq.com/blog/2009/06/24/backup-my-google-calendars-via-shell-and-python-scripts-and-scheduling-them-via-cron,https://www.nguyenvq.com/blog/posts/2009-06-24-backup-my-google-calendars-via-shell-and-python-scripts-and-scheduling-them-via-cron/,../2009-06-24-backup-my-google-calendars-via-shell-and-python-scripts-and-scheduling-them-via-cron/
2009-06-24-making-my-personal-website-and-course-websites-iweb-rsync.org,2009,06,24,making-my-personal-website-and-course-websites-iweb-rsync,http://blog.nguyenvq.com/blog/2009/06/24/making-my-personal-website-and-course-websites-iweb-rsync,https://www.nguyenvq.com/blog/posts/2009-06-24-making-my-personal-website-and-course-websites-iweb-rsync/,../2009-06-24-making-my-personal-website-and-course-websites-iweb-rsync/
2009-07-12-slideshows-from-photobucket-or-flickr-etc-in-google-sites.org,2009,07,12,slideshows-from-photobucket-or-flickr-etc-in-google-sites,http://blog.nguyenvq.com/blog/2009/07/12/slideshows-from-photobucket-or-flickr-etc-in-google-sites,https://www.nguyenvq.com/blog/posts/2009-07-12-slideshows-from-photobucket-or-flickr-etc-in-google-sites/,../2009-07-12-slideshows-from-photobucket-or-flickr-etc-in-google-sites/
2009-07-14-generate-multiple-forms-and-filling-them-with-data-from-a-spreadsheet-or-database.org,2009,07,14,generate-multiple-forms-and-filling-them-with-data-from-a-spreadsheet-or-database,http://blog.nguyenvq.com/blog/2009/07/14/generate-multiple-forms-and-filling-them-with-data-from-a-spreadsheet-or-database,https://www.nguyenvq.com/blog/posts/2009-07-14-generate-multiple-forms-and-filling-them-with-data-from-a-spreadsheet-or-database/,../2009-07-14-generate-multiple-forms-and-filling-them-with-data-from-a-spreadsheet-or-database/
2009-07-15-org-mode-outlines-meeting-minutes-others-create-export-html.org,2009,07,15,org-mode-outlines-meeting-minutes-others-create-export-html,http://blog.nguyenvq.com/blog/2009/07/15/org-mode-outlines-meeting-minutes-others-create-export-html,https://www.nguyenvq.com/blog/posts/2009-07-15-org-mode-outlines-meeting-minutes-others-create-export-html/,../2009-07-15-org-mode-outlines-meeting-minutes-others-create-export-html/
2009-07-16-emacs-app-v-23-for-mac-os-x-environment-plist.org,2009,07,16,emacs-app-v-23-for-mac-os-x-environment-plist,http://blog.nguyenvq.com/blog/2009/07/16/emacs-app-v-23-for-mac-os-x-environment-plist,https://www.nguyenvq.com/blog/posts/2009-07-16-emacs-app-v-23-for-mac-os-x-environment-plist/,../2009-07-16-emacs-app-v-23-for-mac-os-x-environment-plist/
2009-07-21-publish-rss-feed-in-google-sites.org,2009,07,21,publish-rss-feed-in-google-sites,http://blog.nguyenvq.com/blog/2009/07/21/publish-rss-feed-in-google-sites,https://www.nguyenvq.com/blog/posts/2009-07-21-publish-rss-feed-in-google-sites/,../2009-07-21-publish-rss-feed-in-google-sites/
2009-08-02-create-custom-keyboard-shortcuts-hotkeys-in-mac-os-x-spark-applescript.org,2009,08,02,create-custom-keyboard-shortcuts-hotkeys-in-mac-os-x-spark-applescript,http://blog.nguyenvq.com/blog/2009/08/02/create-custom-keyboard-shortcuts-hotkeys-in-mac-os-x-spark-applescript,https://www.nguyenvq.com/blog/posts/2009-08-02-create-custom-keyboard-shortcuts-hotkeys-in-mac-os-x-spark-applescript/,../2009-08-02-create-custom-keyboard-shortcuts-hotkeys-in-mac-os-x-spark-applescript/
2009-08-02-debugging-errors-in-emacs-emacs.org,2009,08,02,debugging-errors-in-emacs-emacs,http://blog.nguyenvq.com/blog/2009/08/02/debugging-errors-in-emacs-emacs,https://www.nguyenvq.com/blog/posts/2009-08-02-debugging-errors-in-emacs-emacs/,../2009-08-02-debugging-errors-in-emacs-emacs/
2009-08-02-global-hotkey-keyboard-shortcut-in-mac-os-x-to-bring-up-remember-buffer-in-emacs-record-a-new-thought-or-to-do-task-anywhere.org,2009,08,02,global-hotkey-keyboard-shortcut-in-mac-os-x-to-bring-up-remember-buffer-in-emacs-record-a-new-thought-or-to-do-task-anywhere,http://blog.nguyenvq.com/blog/2009/08/02/global-hotkey-keyboard-shortcut-in-mac-os-x-to-bring-up-remember-buffer-in-emacs-record-a-new-thought-or-to-do-task-anywhere,https://www.nguyenvq.com/blog/posts/2009-08-02-global-hotkey-keyboard-shortcut-in-mac-os-x-to-bring-up-remember-buffer-in-emacs-record-a-new-thought-or-to-do-task-anywhere/,../2009-08-02-global-hotkey-keyboard-shortcut-in-mac-os-x-to-bring-up-remember-buffer-in-emacs-record-a-new-thought-or-to-do-task-anywhere/
2009-08-02-some-recent-emacs-package-that-i-started-using-windmove-ido-elscreen-doremi-uniquefy-doc-view-window-resize-eval-region.org,2009,08,02,some-recent-emacs-package-that-i-started-using-windmove-ido-elscreen-doremi-uniquefy-doc-view-window-resize-eval-region,http://blog.nguyenvq.com/blog/2009/08/02/some-recent-emacs-package-that-i-started-using-windmove-ido-elscreen-doremi-uniquefy-doc-view-window-resize-eval-region,https://www.nguyenvq.com/blog/posts/2009-08-02-some-recent-emacs-package-that-i-started-using-windmove-ido-elscreen-doremi-uniquefy-doc-view-window-resize-eval-region/,../2009-08-02-some-recent-emacs-package-that-i-started-using-windmove-ido-elscreen-doremi-uniquefy-doc-view-window-resize-eval-region/
2009-08-04-favicon-in-google-sites.org,2009,08,04,favicon-in-google-sites,http://blog.nguyenvq.com/blog/2009/08/04/favicon-in-google-sites,https://www.nguyenvq.com/blog/posts/2009-08-04-favicon-in-google-sites/,../2009-08-04-favicon-in-google-sites/
2009-08-04-online-storage-a-drive.org,2009,08,04,online-storage-a-drive,http://blog.nguyenvq.com/blog/2009/08/04/online-storage-a-drive,https://www.nguyenvq.com/blog/posts/2009-08-04-online-storage-a-drive/,../2009-08-04-online-storage-a-drive/
2009-08-13-global-environment-variables-like-path-in-mac-os-x-via-environment-plist-and-etclaunchd-conf.org,2009,08,13,global-environment-variables-like-path-in-mac-os-x-via-environment-plist-and-etclaunchd-conf,http://blog.nguyenvq.com/blog/2009/08/13/global-environment-variables-like-path-in-mac-os-x-via-environment-plist-and-etclaunchd-conf,https://www.nguyenvq.com/blog/posts/2009-08-13-global-environment-variables-like-path-in-mac-os-x-via-environment-plist-and-etclaunchd-conf/,../2009-08-13-global-environment-variables-like-path-in-mac-os-x-via-environment-plist-and-etclaunchd-conf/
2009-08-14-cool-articles-in-the-new-york-times-statistics-r.org,2009,08,14,cool-articles-in-the-new-york-times-statistics-r,http://blog.nguyenvq.com/blog/2009/08/14/cool-articles-in-the-new-york-times-statistics-r,https://www.nguyenvq.com/blog/posts/2009-08-14-cool-articles-in-the-new-york-times-statistics-r/,../2009-08-14-cool-articles-in-the-new-york-times-statistics-r/
2009-08-14-create-online-store-easily-google-docs-google-sites-google-checkout.org,2009,08,14,create-online-store-easily-google-docs-google-sites-google-checkout,http://blog.nguyenvq.com/blog/2009/08/14/create-online-store-easily-google-docs-google-sites-google-checkout,https://www.nguyenvq.com/blog/posts/2009-08-14-create-online-store-easily-google-docs-google-sites-google-checkout/,../2009-08-14-create-online-store-easily-google-docs-google-sites-google-checkout/
2009-08-14-free-online-radio-last-fm-pandora.org,2009,08,14,free-online-radio-last-fm-pandora,http://blog.nguyenvq.com/blog/2009/08/14/free-online-radio-last-fm-pandora,https://www.nguyenvq.com/blog/posts/2009-08-14-free-online-radio-last-fm-pandora/,../2009-08-14-free-online-radio-last-fm-pandora/
2009-08-14-surf-web-anonymously-tor.org,2009,08,14,surf-web-anonymously-tor,http://blog.nguyenvq.com/blog/2009/08/14/surf-web-anonymously-tor,https://www.nguyenvq.com/blog/posts/2009-08-14-surf-web-anonymously-tor/,../2009-08-14-surf-web-anonymously-tor/
2009-08-20-web-app-to-make-screencasts-screenr-screenjelly.org,2009,08,20,web-app-to-make-screencasts-screenr-screenjelly,http://blog.nguyenvq.com/blog/2009/08/20/web-app-to-make-screencasts-screenr-screenjelly,https://www.nguyenvq.com/blog/posts/2009-08-20-web-app-to-make-screencasts-screenr-screenjelly/,../2009-08-20-web-app-to-make-screencasts-screenr-screenjelly/
2009-08-21-comment-or-uncomment-region-in-emacs-m.org,2009,08,21,comment-or-uncomment-region-in-emacs-m,http://blog.nguyenvq.com/blog/2009/08/21/comment-or-uncomment-region-in-emacs-m,https://www.nguyenvq.com/blog/posts/2009-08-21-comment-or-uncomment-region-in-emacs-m/,../2009-08-21-comment-or-uncomment-region-in-emacs-m/
2009-08-21-make-java-work-in-conkeror-xulrunner-in-mac-os-x.org,2009,08,21,make-java-work-in-conkeror-xulrunner-in-mac-os-x,http://blog.nguyenvq.com/blog/2009/08/21/make-java-work-in-conkeror-xulrunner-in-mac-os-x,https://www.nguyenvq.com/blog/posts/2009-08-21-make-java-work-in-conkeror-xulrunner-in-mac-os-x/,../2009-08-21-make-java-work-in-conkeror-xulrunner-in-mac-os-x/
2009-08-21-youtube-alternative-vimeo-and-blip-tv.org,2009,08,21,youtube-alternative-vimeo-and-blip-tv,http://blog.nguyenvq.com/blog/2009/08/21/youtube-alternative-vimeo-and-blip-tv,https://www.nguyenvq.com/blog/posts/2009-08-21-youtube-alternative-vimeo-and-blip-tv/,../2009-08-21-youtube-alternative-vimeo-and-blip-tv/
2009-08-22-an-innovative-idea-blogging-by-email-posterous.org,2009,08,22,an-innovative-idea-blogging-by-email-posterous,http://blog.nguyenvq.com/blog/2009/08/22/an-innovative-idea-blogging-by-email-posterous,https://www.nguyenvq.com/blog/posts/2009-08-22-an-innovative-idea-blogging-by-email-posterous/,../2009-08-22-an-innovative-idea-blogging-by-email-posterous/
2009-08-22-installing-shell-fm-on-mac-os-x.org,2009,08,22,installing-shell-fm-on-mac-os-x,http://blog.nguyenvq.com/blog/2009/08/22/installing-shell-fm-on-mac-os-x,https://www.nguyenvq.com/blog/posts/2009-08-22-installing-shell-fm-on-mac-os-x/,../2009-08-22-installing-shell-fm-on-mac-os-x/
2009-08-22-useful-emacs-commands-find-dired-locate-library.org,2009,08,22,useful-emacs-commands-find-dired-locate-library,http://blog.nguyenvq.com/blog/2009/08/22/useful-emacs-commands-find-dired-locate-library,https://www.nguyenvq.com/blog/posts/2009-08-22-useful-emacs-commands-find-dired-locate-library/,../2009-08-22-useful-emacs-commands-find-dired-locate-library/
2009-08-26-hackingediting-portfile-macports-to-compile-madplay-for-use-with-shell-fm-last-fm.org,2009,08,26,hackingediting-portfile-macports-to-compile-madplay-for-use-with-shell-fm-last-fm,http://blog.nguyenvq.com/blog/2009/08/26/hackingediting-portfile-macports-to-compile-madplay-for-use-with-shell-fm-last-fm,https://www.nguyenvq.com/blog/posts/2009-08-26-hackingediting-portfile-macports-to-compile-madplay-for-use-with-shell-fm-last-fm/,../2009-08-26-hackingediting-portfile-macports-to-compile-madplay-for-use-with-shell-fm-last-fm/
2009-08-26-record-music-from-last-fm-using-shell-fm.org,2009,08,26,record-music-from-last-fm-using-shell-fm,http://blog.nguyenvq.com/blog/2009/08/26/record-music-from-last-fm-using-shell-fm,https://www.nguyenvq.com/blog/posts/2009-08-26-record-music-from-last-fm-using-shell-fm/,../2009-08-26-record-music-from-last-fm-using-shell-fm/
2009-08-26-using-pastebins-for-irc-pastie-org.org,2009,08,26,using-pastebins-for-irc-pastie-org,http://blog.nguyenvq.com/blog/2009/08/26/using-pastebins-for-irc-pastie-org,https://www.nguyenvq.com/blog/posts/2009-08-26-using-pastebins-for-irc-pastie-org/,../2009-08-26-using-pastebins-for-irc-pastie-org/
2009-08-30-perfect-voip-combo-google-voice-gizmo.org,2009,08,30,perfect-voip-combo-google-voice-gizmo,http://blog.nguyenvq.com/blog/2009/08/30/perfect-voip-combo-google-voice-gizmo,https://www.nguyenvq.com/blog/posts/2009-08-30-perfect-voip-combo-google-voice-gizmo/,../2009-08-30-perfect-voip-combo-google-voice-gizmo/
2009-09-01-make-your-own-sync-server-funambol.org,2009,09,01,make-your-own-sync-server-funambol,http://blog.nguyenvq.com/blog/2009/09/01/make-your-own-sync-server-funambol,https://www.nguyenvq.com/blog/posts/2009-09-01-make-your-own-sync-server-funambol/,../2009-09-01-make-your-own-sync-server-funambol/
2009-09-01-some-interesting-twitter-related-web-apps.org,2009,09,01,some-interesting-twitter-related-web-apps,http://blog.nguyenvq.com/blog/2009/09/01/some-interesting-twitter-related-web-apps,https://www.nguyenvq.com/blog/posts/2009-09-01-some-interesting-twitter-related-web-apps/,../2009-09-01-some-interesting-twitter-related-web-apps/
